Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A00002_001,SE_A00002_002,SE_A00002_003,SE_A01001_001,SE_A01001_002,SE_A01001_003,SE_A01001_004,SE_A01001_005,SE_A01001_006,SE_A01001_007,SE_A01001_008,SE_A01001_009,SE_A01001_010,SE_A01001_011,SE_A01001_012,SE_A01001_013,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,SE_A12002_001,SE_A12002_002,SE_A12002_003,SE_A12002_004,SE_A12002_005,SE_A12002_006,SE_A12002_007,SE_A12002_008,SE_A14001_001,SE_A14001_002,SE_A14001_003,SE_A14001_004,SE_A14001_005,SE_A14001_006,SE_A14001_007,SE_A14001_008,SE_A14001_009,SE_A14001_010,SE_A14001_011,SE_A14001_012,SE_A14001_013,SE_A14001_014,SE_A14001_015,SE_A14001_016,SE_A14001_017
48201254000,14000US48201254000,"Census Tract 2540, Harris County, Texas","Census Tract 2540, Harris County, Texas",tx,140,0,ACSSF,6739,,,,,48,201,,,,254000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4245,4283.596,0.99098992,4245,469,338,351,121,455,641,646,444,328,274,133,45,4245,2546,679,10,115,0,762,133,2511,655,1856,1142,218,120,0,0,1487,95,68,134,65,135,93,83,64,96,60,98,229,37,43,96,91
48201254100,14000US48201254100,"Census Tract 2541, Harris County, Texas","Census Tract 2541, Harris County, Texas",tx,140,0,ACSSF,6740,,,,,48,201,,,,254100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5862,4746.825,1.234930818,5862,634,590,550,362,446,954,462,711,556,377,169,51,5862,3596,969,21,0,0,1017,259,3280,990,2290,1204,218,74,18,9,1707,114,98,124,127,85,125,139,212,44,136,199,136,80,57,31,0
48201254200,14000US48201254200,"Census Tract 2542, Harris County, Texas","Census Tract 2542, Harris County, Texas",tx,140,0,ACSSF,6741,,,,,48,201,,,,254200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2652,5450.356,0.486573683,2652,157,292,267,90,233,374,278,399,275,180,67,40,2652,1552,222,13,27,36,658,144,1613,794,819,479,137,24,14,5,829,53,43,56,84,35,51,21,73,18,125,89,110,45,20,6,0
48201254300,14000US48201254300,"Census Tract 2543, Harris County, Texas","Census Tract 2543, Harris County, Texas",tx,140,0,ACSSF,6742,,,,,48,201,,,,254300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5333,4576.708,1.16524787,5333,506,501,433,181,783,738,600,688,500,197,169,37,5333,3634,883,0,0,0,658,158,2929,859,2070,1256,102,41,23,0,1839,192,119,231,111,101,71,190,25,57,176,203,220,33,64,39,7
48201254400,14000US48201254400,"Census Tract 2544, Harris County, Texas","Census Tract 2544, Harris County, Texas",tx,140,0,ACSSF,6743,,,,,48,201,,,,254400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3002,2825.318,1.062535425,3002,305,289,269,91,265,455,367,387,296,96,165,17,3002,1968,429,97,10,0,443,55,1783,869,914,494,40,3,3,3,847,94,103,51,78,40,57,66,65,7,50,94,60,69,10,3,0
48201254500,14000US48201254500,"Census Tract 2545, Harris County, Texas","Census Tract 2545, Harris County, Texas",tx,140,0,ACSSF,6744,,,,,48,201,,,,254500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2041,1073.232,1.901732749,2041,159,130,132,136,220,177,318,330,176,125,106,32,2041,1238,283,0,0,0,508,12,1264,437,827,481,90,19,4,0,641,44,51,25,57,58,18,24,44,51,53,104,69,25,0,10,8
48201254600,14000US48201254600,"Census Tract 2546, Harris County, Texas","Census Tract 2546, Harris County, Texas",tx,140,0,ACSSF,6745,,,,,48,201,,,,254600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4140,2155.803,1.920398087,4140,298,395,294,257,350,572,532,571,512,235,89,35,4140,2085,450,42,0,0,1310,253,2546,1099,1447,891,246,14,6,6,1246,87,29,63,77,21,76,87,90,18,99,183,168,82,8,97,61
48201254700,14000US48201254700,"Census Tract 2547, Harris County, Texas","Census Tract 2547, Harris County, Texas",tx,140,0,ACSSF,6746,,,,,48,201,,,,254700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2457,447.5084,5.490400342,2457,418,140,62,45,186,293,296,362,303,218,70,64,2457,1829,264,2,89,0,216,57,1606,347,1259,935,344,120,27,0,934,105,27,5,5,24,85,38,34,8,149,63,100,75,99,87,30
48201310100,14000US48201310100,"Census Tract 3101, Harris County, Texas","Census Tract 3101, Harris County, Texas",tx,140,0,ACSSF,6747,,,,,48,201,,,,310100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5302,4123.25,1.285878931,5302,314,365,348,107,449,1576,800,536,543,194,49,21,5302,3007,1265,97,253,0,501,179,3719,739,2980,2215,1116,390,94,30,2435,334,282,138,97,64,203,39,66,73,136,144,242,148,120,279,70
48201310200,14000US48201310200,"Census Tract 3102, Harris County, Texas","Census Tract 3102, Harris County, Texas",tx,140,0,ACSSF,6748,,,,,48,201,,,,310200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1697,2351.833,0.721564733,1697,99,22,27,17,84,752,302,181,108,60,45,0,1697,901,372,0,279,0,64,81,1448,76,1372,1249,983,435,127,9,849,45,26,17,26,18,15,23,24,9,37,23,75,115,155,117,124
48201310300,14000US48201310300,"Census Tract 3103, Harris County, Texas","Census Tract 3103, Harris County, Texas",tx,140,0,ACSSF,6749,,,,,48,201,,,,310300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4508,5191.225,0.868388579,4508,124,275,150,120,380,843,919,505,727,253,152,60,4508,3135,203,0,98,0,1072,0,3459,964,2495,1725,778,129,52,13,1880,164,138,96,126,129,105,73,212,51,172,251,149,120,38,33,23
48201310400,14000US48201310400,"Census Tract 3104, Harris County, Texas","Census Tract 3104, Harris County, Texas",tx,140,0,ACSSF,6750,,,,,48,201,,,,310400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3415,5176.983,0.659650547,3415,173,180,289,88,386,387,492,558,355,280,162,65,3415,2906,22,8,0,0,427,52,2299,1297,1002,450,144,22,8,0,1302,175,127,174,81,127,122,50,111,52,23,105,106,14,35,0,0
48201310500,14000US48201310500,"Census Tract 3105, Harris County, Texas","Census Tract 3105, Harris County, Texas",tx,140,0,ACSSF,6751,,,,,48,201,,,,310500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4726,4068.39,1.161638973,4726,419,357,364,214,331,804,596,645,385,383,169,59,4726,4365,138,14,9,0,177,23,3041,1640,1401,670,151,51,0,0,1331,221,140,151,69,81,47,90,108,69,42,134,109,19,29,22,0
48201310600,14000US48201310600,"Census Tract 3106, Harris County, Texas","Census Tract 3106, Harris County, Texas",tx,140,0,ACSSF,6752,,,,,48,201,,,,310600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5600,8167.452,0.68564835,5600,490,392,397,238,605,822,752,833,463,394,196,18,5600,4741,262,0,40,0,453,104,3478,1464,2014,1152,431,137,61,34,1943,154,83,178,152,249,220,119,106,82,128,214,152,46,8,32,20
48201310700,14000US48201310700,"Census Tract 3107, Harris County, Texas","Census Tract 3107, Harris County, Texas",tx,140,0,ACSSF,6753,,,,,48,201,,,,310700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3911,5204.625,0.751447111,3911,298,269,279,126,385,741,521,517,434,167,81,93,3911,3315,140,0,0,0,337,119,2554,937,1617,930,475,166,54,24,1321,132,121,126,103,38,84,22,51,45,89,98,163,47,56,107,39
48201310800,14000US48201310800,"Census Tract 3108, Harris County, Texas","Census Tract 3108, Harris County, Texas",tx,140,0,ACSSF,6754,,,,,48,201,,,,310800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2435,3320.001,0.733433514,2435,184,213,157,109,267,360,468,276,230,61,90,20,2435,2252,40,0,0,0,143,0,1505,771,734,363,156,43,5,5,840,65,94,104,135,53,74,58,16,20,50,79,43,20,18,6,5
48201310900,14000US48201310900,"Census Tract 3109, Harris County, Texas","Census Tract 3109, Harris County, Texas",tx,140,0,ACSSF,6755,,,,,48,201,,,,310900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5445,8103.912,0.671897708,5445,353,581,470,186,569,755,767,639,535,359,165,66,5445,4754,94,0,21,0,568,8,3286,1816,1470,599,139,0,0,0,1731,309,180,140,214,84,122,91,79,110,152,89,90,17,48,6,0
48201311000,14000US48201311000,"Census Tract 3110, Harris County, Texas","Census Tract 3110, Harris County, Texas",tx,140,0,ACSSF,6756,,,,,48,201,,,,311000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6982,7781.212,0.897289486,6982,324,623,883,321,913,794,1087,675,794,422,82,64,6982,6405,19,68,0,0,490,0,3918,1868,2050,1016,166,108,0,0,1871,47,248,179,184,232,58,0,139,131,67,205,177,98,47,59,0
48201311100,14000US48201311100,"Census Tract 3111, Harris County, Texas","Census Tract 3111, Harris County, Texas",tx,140,0,ACSSF,6757,,,,,48,201,,,,311100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5857,6182.137,0.947407092,5857,403,485,387,272,824,750,633,664,815,313,252,59,5857,4499,89,8,18,0,1126,117,3486,2046,1440,616,239,55,22,0,1740,130,122,163,91,73,247,110,132,110,183,204,127,19,0,9,20
48201311200,14000US48201311200,"Census Tract 3112, Harris County, Texas","Census Tract 3112, Harris County, Texas",tx,140,0,ACSSF,6758,,,,,48,201,,,,311200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5140,4512.232,1.139125741,5140,379,309,625,156,441,773,614,803,575,236,151,78,5140,4616,128,0,0,0,379,17,3230,1012,2218,1246,270,54,15,0,1834,278,224,69,194,54,85,130,112,172,139,103,135,70,26,29,14
48201311300,14000US48201311300,"Census Tract 3113, Harris County, Texas","Census Tract 3113, Harris County, Texas",tx,140,0,ACSSF,6759,,,,,48,201,,,,311300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4756,8410.264,0.565499531,4756,451,215,351,304,421,707,629,751,466,262,152,47,4756,3539,10,8,191,0,758,250,3014,1166,1848,892,316,40,0,0,1448,93,96,113,159,70,117,39,86,122,94,101,209,94,43,12,0
48201311400,14000US48201311400,"Census Tract 3114, Harris County, Texas","Census Tract 3114, Harris County, Texas",tx,140,0,ACSSF,6760,,,,,48,201,,,,311400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1517,1678.389,0.903843184,1517,153,118,66,68,148,249,265,205,141,62,37,5,1517,935,177,7,0,0,383,15,964,383,581,322,87,9,0,0,465,82,52,44,27,13,12,13,12,31,35,50,27,27,30,5,5
48201311500,14000US48201311500,"Census Tract 3115, Harris County, Texas","Census Tract 3115, Harris County, Texas",tx,140,0,ACSSF,6761,,,,,48,201,,,,311500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7266,8091.471,0.897982539,7266,621,447,432,186,644,1694,908,952,449,689,244,0,7266,5498,177,0,141,0,1347,103,4936,2516,2420,1313,333,11,0,0,2154,184,293,127,125,131,91,76,164,123,273,126,224,175,0,42,0
48201311600,14000US48201311600,"Census Tract 3116, Harris County, Texas","Census Tract 3116, Harris County, Texas",tx,140,0,ACSSF,6762,,,,,48,201,,,,311600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4232,22314.71,0.189650686,4232,470,320,244,114,556,1014,751,437,237,89,0,0,4232,2535,183,0,73,0,1418,23,2528,1447,1081,449,98,16,0,0,1447,126,155,146,219,93,142,114,110,39,111,123,34,19,0,16,0
48201311700,14000US48201311700,"Census Tract 3117, Harris County, Texas","Census Tract 3117, Harris County, Texas",tx,140,0,ACSSF,6763,,,,,48,201,,,,311700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5741,5411.402,1.060908004,5741,554,484,635,170,610,1050,1018,478,422,275,31,14,5741,4532,613,33,68,0,449,46,3288,1429,1859,959,329,87,17,17,1825,200,165,223,220,169,111,98,95,53,112,143,105,80,9,42,0
48201311800,14000US48201311800,"Census Tract 3118, Harris County, Texas","Census Tract 3118, Harris County, Texas",tx,140,0,ACSSF,6764,,,,,48,201,,,,311800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4680,4948.169,0.945804382,4680,465,461,449,195,631,716,518,598,272,300,51,24,4680,3753,107,101,47,0,476,196,2479,934,1545,862,249,38,9,0,1232,141,120,66,162,52,114,111,93,0,75,75,87,52,49,28,7
48201311900,14000US48201311900,"Census Tract 3119, Harris County, Texas","Census Tract 3119, Harris County, Texas",tx,140,0,ACSSF,6765,,,,,48,201,,,,311900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2453,3062.62,0.800948113,2453,276,202,134,68,335,242,372,310,261,143,98,12,2453,2066,51,42,23,0,245,26,1438,808,630,272,90,34,0,0,682,85,60,41,53,47,10,34,47,52,72,80,57,26,13,5,0
48201312000,14000US48201312000,"Census Tract 3120, Harris County, Texas","Census Tract 3120, Harris County, Texas",tx,140,0,ACSSF,6766,,,,,48,201,,,,312000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6006,8482.42,0.708052701,6006,20,50,96,105,4293,597,172,129,220,181,111,32,6006,2681,2084,8,800,9,267,157,1442,55,1387,1253,793,291,94,55,760,153,20,34,28,29,39,60,22,35,31,65,69,66,67,5,37
48201312100,14000US48201312100,"Census Tract 3121, Harris County, Texas","Census Tract 3121, Harris County, Texas",tx,140,0,ACSSF,6767,,,,,48,201,,,,312100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3140,6079.725,0.516470733,3140,0,0,0,22,2834,250,13,0,21,0,0,0,3140,1595,973,0,517,0,13,42,284,0,284,284,127,63,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48201312200,14000US48201312200,"Census Tract 3122, Harris County, Texas","Census Tract 3122, Harris County, Texas",tx,140,0,ACSSF,6768,,,,,48,201,,,,312200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2262,5389.484,0.419706192,2262,90,217,93,98,255,207,403,326,326,148,68,31,2262,277,1887,5,41,0,23,29,1509,386,1123,565,132,73,45,25,875,142,148,32,118,72,55,48,63,19,62,48,24,0,25,0,19
48201312300,14000US48201312300,"Census Tract 3123, Harris County, Texas","Census Tract 3123, Harris County, Texas",tx,140,0,ACSSF,6769,,,,,48,201,,,,312300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1844,3384.624,0.54481681,1844,165,120,60,47,197,364,285,222,163,118,64,39,1844,442,1241,0,18,0,97,46,1255,340,915,585,347,133,25,19,790,137,110,97,51,30,49,38,15,21,57,13,44,59,17,33,19
48201312400,14000US48201312400,"Census Tract 3124, Harris County, Texas","Census Tract 3124, Harris County, Texas",tx,140,0,ACSSF,6770,,,,,48,201,,,,312400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2262,5412.088,0.417953288,2262,168,261,126,31,231,362,325,222,274,161,52,49,2262,485,1672,14,12,0,63,16,1445,344,1101,725,269,101,50,28,930,239,58,155,51,40,64,66,53,29,13,29,31,40,33,29,0
48201312500,14000US48201312500,"Census Tract 3125, Harris County, Texas","Census Tract 3125, Harris County, Texas",tx,140,0,ACSSF,6771,,,,,48,201,,,,312500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3513,5080.997,0.691399728,3513,121,110,60,44,465,1051,552,542,399,123,38,8,3513,2372,668,0,312,0,85,76,2713,256,2457,2065,1561,769,368,244,1740,103,208,70,30,32,21,45,30,28,85,81,258,118,208,177,246
48201312600,14000US48201312600,"Census Tract 3126, Harris County, Texas","Census Tract 3126, Harris County, Texas",tx,140,0,ACSSF,6772,,,,,48,201,,,,312600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7310,8761.516,0.834330507,7310,630,137,47,128,545,2187,1422,689,918,372,143,92,7310,4833,1015,0,1155,0,177,130,5823,428,5395,4992,4292,2509,1244,357,3725,221,43,87,98,54,35,15,228,119,319,332,273,237,446,581,637
48201312700,14000US48201312700,"Census Tract 3127, Harris County, Texas","Census Tract 3127, Harris County, Texas",tx,140,0,ACSSF,6773,,,,,48,201,,,,312700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2083,6691.87,0.311273257,2083,39,137,70,31,123,543,187,426,308,98,89,32,2083,319,1695,0,25,0,12,32,1683,72,1611,1268,615,169,82,59,1015,101,52,36,49,65,51,44,51,58,142,121,117,41,27,27,33
48201312800,14000US48201312800,"Census Tract 3128, Harris County, Texas","Census Tract 3128, Harris County, Texas",tx,140,0,ACSSF,6774,,,,,48,201,,,,312800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2430,6732.048,0.360959974,2430,146,159,152,82,958,348,120,129,223,63,16,34,2430,185,2091,0,116,0,21,17,933,163,770,509,211,78,12,0,670,194,172,99,51,24,33,0,5,12,16,15,4,16,17,0,12
48201312900,14000US48201312900,"Census Tract 3129, Harris County, Texas","Census Tract 3129, Harris County, Texas",tx,140,0,ACSSF,6775,,,,,48,201,,,,312900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3823,6956.4,0.549565867,3823,144,145,136,56,1027,531,418,340,425,277,231,93,3823,517,2985,0,204,0,55,62,2315,306,2009,1650,877,502,124,71,1595,368,161,58,88,59,46,81,112,39,96,68,70,122,24,144,59
48201313000,14000US48201313000,"Census Tract 3130, Harris County, Texas","Census Tract 3130, Harris County, Texas",tx,140,0,ACSSF,6776,,,,,48,201,,,,313000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2617,6169.113,0.424210074,2617,147,119,42,131,272,504,416,407,225,227,97,30,2617,436,2125,0,31,0,0,25,1906,192,1714,1398,760,209,57,31,1206,79,91,127,81,72,45,59,53,50,78,118,127,75,53,65,33
48201313100,14000US48201313100,"Census Tract 3131, Harris County, Texas","Census Tract 3131, Harris County, Texas",tx,140,0,ACSSF,6777,,,,,48,201,,,,313100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3203,2133.502,1.501287265,3203,141,31,32,20,528,1008,351,304,269,252,165,102,3203,2147,391,10,551,0,34,70,2451,99,2352,2193,1882,915,478,166,1606,195,68,65,27,41,12,48,36,55,94,158,223,134,131,95,224
48201313200,14000US48201313200,"Census Tract 3132, Harris County, Texas","Census Tract 3132, Harris County, Texas",tx,140,0,ACSSF,6778,,,,,48,201,,,,313200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4147,3516.779,1.179203919,4147,327,245,173,49,484,785,373,621,421,274,312,83,4147,686,3235,0,143,0,0,83,2869,169,2700,2158,1193,695,282,119,1825,221,57,172,276,48,64,23,109,112,106,157,91,129,71,136,53
48201313300,14000US48201313300,"Census Tract 3133, Harris County, Texas","Census Tract 3133, Harris County, Texas",tx,140,0,ACSSF,6779,,,,,48,201,,,,313300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2537,2894.798,0.876399813,2537,184,117,241,163,143,294,379,357,199,215,184,61,2537,334,2046,33,8,0,12,104,1689,236,1453,1141,462,125,25,14,982,116,68,88,52,73,57,37,36,91,23,106,135,64,12,24,0
48201313400,14000US48201313400,"Census Tract 3134, Harris County, Texas","Census Tract 3134, Harris County, Texas",tx,140,0,ACSSF,6780,,,,,48,201,,,,313400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3177,4428.417,0.717412204,3177,267,135,111,105,534,483,452,300,365,209,130,86,3177,507,2378,0,12,0,252,28,2025,431,1594,1026,334,64,11,11,1265,205,233,68,54,53,108,41,73,24,69,144,123,22,32,0,16
48201313500,14000US48201313500,"Census Tract 3135, Harris County, Texas","Census Tract 3135, Harris County, Texas",tx,140,0,ACSSF,6781,,,,,48,201,,,,313500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2647,4212.206,0.628411792,2647,162,232,153,66,406,345,228,445,211,165,182,52,2647,395,2158,0,15,0,66,13,1628,384,1244,578,122,25,7,0,877,183,104,37,79,66,38,51,52,35,79,90,58,5,0,0,0
48201313600,14000US48201313600,"Census Tract 3136, Harris County, Texas","Census Tract 3136, Harris County, Texas",tx,140,0,ACSSF,6782,,,,,48,201,,,,313600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4358,4872.469,0.894413024,4358,336,273,356,189,493,506,496,741,364,223,209,172,4358,1374,2830,13,41,0,100,0,2711,618,2093,975,230,118,75,16,1685,306,195,143,82,91,140,83,66,75,184,97,133,71,0,9,10
48201313700,14000US48201313700,"Census Tract 3137, Harris County, Texas","Census Tract 3137, Harris County, Texas",tx,140,0,ACSSF,6783,,,,,48,201,,,,313700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2447,4790.122,0.510842907,2447,177,97,121,112,335,230,253,417,194,216,207,88,2447,121,2227,0,0,55,14,30,1605,330,1275,743,263,101,0,0,861,120,84,93,29,29,80,53,90,12,30,110,78,40,8,0,5
48201313800,14000US48201313800,"Census Tract 3138, Harris County, Texas","Census Tract 3138, Harris County, Texas",tx,140,0,ACSSF,6784,,,,,48,201,,,,313800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4650,5461.265,0.851451049,4650,417,347,275,362,504,614,799,442,425,243,84,138,4650,612,3964,30,0,0,26,18,2745,681,2064,1328,336,83,41,8,1897,368,189,234,245,133,77,102,77,26,187,59,87,89,15,9,0
48201313900,14000US48201313900,"Census Tract 3139, Harris County, Texas","Census Tract 3139, Harris County, Texas",tx,140,0,ACSSF,6785,,,,,48,201,,,,313900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4488,4217.994,1.064013038,4488,187,163,20,10,1207,1602,496,337,232,168,38,28,4488,2002,1241,49,862,0,199,135,2901,73,2828,2562,1649,940,384,158,2421,365,56,100,56,64,245,38,75,119,183,324,409,240,89,16,42
48201314001,14000US48201314001,"Census Tract 3140.01, Harris County, Texas","Census Tract 3140.01, Harris County, Texas",tx,140,0,ACSSF,6786,,,,,48,201,,,,314001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2888,5319.669,0.542890932,2888,152,20,8,0,418,1174,445,106,336,135,72,22,2888,1404,425,0,840,0,110,109,2290,51,2239,2135,1825,1114,611,375,1750,217,66,50,36,118,84,90,123,94,52,185,292,89,148,60,46
48201314002,14000US48201314002,"Census Tract 3140.02, Harris County, Texas","Census Tract 3140.02, Harris County, Texas",tx,140,0,ACSSF,6787,,,,,48,201,,,,314002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7163,10098.97,0.70928012,7163,324,225,192,52,1240,2734,1226,390,411,202,0,167,7163,2908,1753,0,2332,0,99,71,5130,0,5130,4782,3507,1725,891,586,3846,440,147,302,204,294,181,253,149,280,439,307,353,332,42,87,36
48201314300,14000US48201314300,"Census Tract 3143, Harris County, Texas","Census Tract 3143, Harris County, Texas",tx,140,0,ACSSF,6788,,,,,48,201,,,,314300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4485,7706.482,0.5819776,4485,214,244,232,35,618,1082,579,714,487,252,28,0,4485,583,3546,0,286,0,70,0,3142,108,3034,2264,703,232,0,0,2310,405,216,98,243,175,81,226,85,147,160,145,185,100,35,9,0
48201314400,14000US48201314400,"Census Tract 3144, Harris County, Texas","Census Tract 3144, Harris County, Texas",tx,140,0,ACSSF,6789,,,,,48,201,,,,314400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3500,3825.241,0.914974896,3500,173,191,37,0,573,1580,437,199,91,37,117,65,3500,1355,168,10,1830,0,45,92,2526,12,2514,2448,2319,1306,824,429,1918,306,38,41,69,75,28,45,158,83,216,328,230,76,97,85,43
48201320100,14000US48201320100,"Census Tract 3201, Harris County, Texas","Census Tract 3201, Harris County, Texas",tx,140,0,ACSSF,6790,,,,,48,201,,,,320100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2788,7335.765,0.380055815,2788,209,188,190,125,312,533,278,380,366,111,73,23,2788,1561,209,8,120,27,808,55,1764,737,1027,398,151,38,13,8,975,135,74,61,52,81,84,110,61,53,90,53,75,24,18,0,4
48201320200,14000US48201320200,"Census Tract 3202, Harris County, Texas","Census Tract 3202, Harris County, Texas",tx,140,0,ACSSF,6791,,,,,48,201,,,,320200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6446,4185.017,1.540256557,6446,648,537,427,377,744,1224,676,661,705,290,129,28,6446,4138,218,67,238,0,1694,91,3713,1635,2078,1053,143,42,16,15,1911,232,110,117,163,183,93,62,144,66,208,153,237,30,46,37,30
48201320500,14000US48201320500,"Census Tract 3205, Harris County, Texas","Census Tract 3205, Harris County, Texas",tx,140,0,ACSSF,6792,,,,,48,201,,,,320500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4477,2095.187,2.136801792,4477,99,470,329,311,514,487,862,440,494,256,171,44,4477,3027,13,89,49,0,1275,24,2754,1386,1368,562,119,21,14,0,1277,14,46,52,181,79,99,77,108,107,89,152,134,42,52,38,7
48201320601,14000US48201320601,"Census Tract 3206.01, Harris County, Texas","Census Tract 3206.01, Harris County, Texas",tx,140,0,ACSSF,6793,,,,,48,201,,,,320601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2578,4901.6,0.525950699,2578,215,278,152,154,204,455,417,319,205,115,36,28,2578,2001,57,0,18,0,487,15,1575,463,1112,651,205,72,32,13,809,45,152,0,26,63,70,14,35,20,52,135,71,48,40,38,0
48201320602,14000US48201320602,"Census Tract 3206.02, Harris County, Texas","Census Tract 3206.02, Harris County, Texas",tx,140,0,ACSSF,6794,,,,,48,201,,,,320602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4517,7725.115,0.584716223,4517,428,157,367,253,502,643,715,466,500,311,137,38,4517,3165,170,0,15,0,1167,0,2810,1372,1438,599,81,40,33,9,1408,159,93,145,94,99,19,86,86,64,123,230,69,112,0,22,7
